1	0.078355462
2	0.0867028676
3	0.0942092834
4	0.0913068914
5	0.0824245576
6	0.0839389806
7	0.083561714
8	0.0702248173
9	0.0584431248
10	0.0577932251
11	0.0833333333
12	0.0833333333
13	0.0833333333
14	0.0833333333
15	0.0614265685
16	0.0833333333
17	0.0833333333
18	0.0966145079
19	0.0833333333
20	0.0833333333
21	0.0833333333
22	0.0926254914
23	0.0519451136
24	0.0682196587
25	0.0627412348
26	0.0599562499
27	0.0653237735
28	0.0966870388
29	0.0747104342
30	0.0578472436
31	0.0509446184
32	0.0596534341
33	0.0642331466
34	0.0644162623
35	0.0675422151
36	0.065332156
37	0.0679917576
38	0.0761001181
39	0.0779731792
40	0.078869888
41	0.0771189671
42	0.0787853658
43	0.0781459355
44	0.0711796039
45	0.0715742855
46	0.0745060833
47	0.0771873683
48	0.0827271881
49	0.0739442009
50	0.0785242534
51	0.0879241046
52	0.1060807004
53	0.0861952545
54	0.0813164694
55	0.0669538457
56	0.0533635637
57	0.0647979145
58	0.0675336576
59	0.0595174014
60	0.0704352719
61	0.075655047
62	0.0768223824
63	0.0803835595
64	0.0745502018
65	0.0684791397
66	0.0710397228
67	0.0669951601
68	0.0785833808
69	0.0881898878
70	0.0932388611
71	0.0905385107
72	0.0849524603
73	0.0808026974
74	0.0739539962
75	0.075455557
76	0.0669470414
77	0.0655627991
78	0.0738977219
79	0.0898656808
80	0.0747407638
81	0.0690063507
82	0.073653009
83	0.0662663369
84	0.0686888446
85	0.0689173565
86	0.0862849479
87	0.0907477463
88	0.0838593289
89	0.0916427932
90	0.0798637195
91	0.0983410944
92	0.0809543862
93	0.0662926868
94	0.0661873004
95	0.0683202085

