1	0	0	0	0
2	0	8	0	0
3	0	0	0	0
4	7	0	0	0
5	0	0	0	0
6	0	2	0	0
7	0	0	0	0
8	0	0	0	0
9	0	0	0	0
10	0	0	0	0
11	0	0	0	0
12	0	0	0	0
13	0	0	0	0
14	0	0	0	0
15	0	0	0	0
16	0	0	0	0
17	0	0	0	0
18	0	0	0	0
19	0	0	0	0
20	0	0	0	0
21	6	0	0	0
22	7	0	1	0
23	5	0	0	0
24	0	0	0	0
25	9	0	0	0
26	0	0	1	0
27	27	0	0	0
28	0	0	0	0
29	0	0	0	0
30	0	0	0	0
31	6	2	0	0
32	5	7	0	0
33	16	0	0	0
34	10	0	0	0
35	0	0	0	0
36	12	0	0	0
37	32	1	0	0
38	20	0	1	0
39	0	21	0	0
40	10	0	0	0
41	4	5	0	0
42	7	15	0	0
43	0	0	0	0
44	37	0	0	0
45	23	164	0	0
46	0	27	0	0
47	0	33	0	0
48	10	3	0	0
49	6	9	0	0
50	16	48	0	0
51	0	0	0	0
52	0	0	0	0
53	0	0	0	0
54	0	0	0	0
55	0	14	0	0
56	0	7	0	0
57	0	0	0	0
58	0	0	0	0
59	0	0	0	0
60	0	0	0	0
61	0	0	0	0
62	16	0	0	0
63	0	0	0	0
64	0	0	0	0
65	4	65	0	0
66	40	0	0	0
67	0	0	0	0
68	0	5	0	0
69	15	5	0	0
70	0	0	0	0
71	0	0	0	0
72	35	5	0	0
73	11	0	0	0
74	4	23	0	0
75	0	6	0	0
76	0	16	0	0
77	0	0	0	0
78	36	0	0	0
79	21	18	0	0
80	6	0	0	0
81	0	9	0	0
82	0	4	0	0
83	9	0	0	0
84	8	15	0	0
85	8	5	2	9
86	56	11	0	0
87	60	0	0	0
88	194	135	0	0
89	306	50	0	0
90	129	0	0	0
91	27	3	3	0
92	21	0	0	0
93	30	32	0	0
94	5	5	0	0
95	0	0	0	0
