1	0.0731892388
2	0.083541146
3	0.0770473572
4	0.0912081816
5	0.0875223053
6	0.075872558
7	0.0681783396
8	0.0574908303
9	0.046284021
10	0.046016017
11	0.0833333333
12	0.0833333333
13	0.0833333333
14	0.0833333333
15	0.0526638626
16	0.0833333333
17	0.0833333333
18	0.125591616
19	0.0833333333
20	0.0833333333
21	0.0833333333
22	0.0793959782
23	0.0484398302
24	0.0548403401
25	0.0445798295
26	0.0682181319
27	0.0520380326
28	0.0428581485
29	0.0421274635
30	0.043312015
31	0.0518879791
32	0.0477892861
33	0.0569853821
34	0.0557384881
35	0.045700092
36	0.0469972982
37	0.0622967133
38	0.0735570196
39	0.077748029
40	0.0753069839
41	0.0665098576
42	0.0593266525
43	0.0637090861
44	0.0620071149
45	0.0622255947
46	0.0618274168
47	0.0662478143
48	0.0743381379
49	0.0827310116
50	0.0695218638
51	0.0704650124
52	0.064654601
53	0.0654057092
54	0.0632747049
55	0.054878457
56	0.0584515991
57	0.067526219
58	0.0584793371
59	0.0675639492
60	0.0622317844
61	0.0650928545
62	0.0595374446
63	0.060341919
64	0.0631558689
65	0.0585473034
66	0.0662988275
67	0.0621384182
68	0.0729167708
69	0.0667293939
70	0.0699585885
71	0.0738547436
72	0.0734987795
73	0.0794674372
74	0.0718675526
75	0.0631465316
76	0.071378921
77	0.0679982309
78	0.0780692554
79	0.0743292868
80	0.066958814
81	0.0581880168
82	0.0722713708
83	0.0678478346
84	0.0530234258
85	0.0640640975
86	0.0685442451
87	0.0696481787
88	0.0761046509
89	0.0799345533
90	0.0683066685
91	0.0723349851
92	0.0766848388
93	0.0513301679
94	0.067921778
95	0.0572739945

