1	0.074050276
2	0.0726309799
3	0.0749879261
4	0.0844959154
5	0.0910068417
6	0.0871069815
7	0.0898443358
8	0.1047439095
9	0.1092368005
10	0.1196920397
11	0.0833333333
12	0.0833333333
13	0.0833333333
14	0.0833333333
15	0.2804942166
16	0.0833333333
17	0.0833333333
18	0.1690572781
19	0.0833333333
20	0.0833333333
21	0.0833333333
22	0.0623866042
23	0.1118535939
24	0.0809382701
25	0.0977799058
26	0.1053587021
27	0.0903452521
28	0.0855071924
29	0.0839809028
30	0.0907739861
31	0.08836459
32	0.0900190158
33	0.0910299273
34	0.0835359737
35	0.0882142244
36	0.0881980418
37	0.0928934333
38	0.0907536271
39	0.0877257368
40	0.0772945544
41	0.0776590672
42	0.0703481894
43	0.08852749
44	0.0862782615
45	0.0909657368
46	0.0915070224
47	0.0893022463
48	0.0768597021
49	0.0835459175
50	0.0893999725
51	0.0886341077
52	0.0868175642
53	0.0959807754
54	0.0811331182
55	0.0995932627
56	0.1031270321
57	0.0930358663
58	0.1044317154
59	0.097669137
60	0.0992756577
61	0.090338405
62	0.0874726977
63	0.0896834574
64	0.0899047601
65	0.0953125218
66	0.0931145163
67	0.0836869228
68	0.0885832808
69	0.071490941
70	0.069997715
71	0.0638553523
72	0.0721540154
73	0.077865125
74	0.0725630338
75	0.0923189219
76	0.0774435985
77	0.0917680456
78	0.0782678999
79	0.0702686384
80	0.0899804154
81	0.0926897302
82	0.0732278895
83	0.0977381419
84	0.0937936824
85	0.0941543034
86	0.0918056562
87	0.0831855119
88	0.0874661559
89	0.0903603042
90	0.0850834724
91	0.0894520939
92	0.0922979876
93	0.0956358489
94	0.0963720271
95	0.0898707468

