1	0.0968677619
2	0.1079442931
3	0.088515562
4	0.1005198058
5	0.1048589494
6	0.1011367
7	0.1042193881
8	0.1119848041
9	0.1076678839
10	0.1240742567
11	0.0833333333
12	0.0833333333
13	0.0833333333
14	0.0833333333
15	0.0877146863
16	0.0833333333
17	0.0833333333
18	0.0483193277
19	0.0833333333
20	0.0833333333
21	0.0833333333
22	0.0831758391
23	0.0952831632
24	0.0804427398
25	0.0985136999
26	0.0657168282
27	0.0755095082
28	0.0693585253
29	0.0805726423
30	0.079501768
31	0.0720130058
32	0.0751680893
33	0.0680897553
34	0.0724265155
35	0.0796983967
36	0.0709169115
37	0.0801644435
38	0.0838872611
39	0.0873583865
40	0.1019993192
41	0.0849118402
42	0.0891228073
43	0.0922989142
44	0.0868665209
45	0.0867304965
46	0.089690415
47	0.0930994469
48	0.087964283
49	0.0901360255
50	0.0907529328
51	0.0933247838
52	0.1111110125
53	0.0972180252
54	0.1144113728
55	0.1065276443
56	0.0965498156
57	0.1093374858
58	0.1015043788
59	0.092674728
60	0.0929307728
61	0.1027564866
62	0.0989523407
63	0.0999205544
64	0.1016464811
65	0.1045473871
66	0.0997073238
67	0.0903496013
68	0.0896666033
69	0.0874521833
70	0.0910869031
71	0.0873865286
72	0.0906561151
73	0.0915610794
74	0.0901818915
75	0.0821024308
76	0.0837415328
77	0.07160267
78	0.0848231667
79	0.0817443839
80	0.0865758124
81	0.0760236483
82	0.1085128046
83	0.076704222
84	0.0931911663
85	0.0838006842
86	0.0932323561
87	0.0938286566
88	0.0911330967
89	0.0874525921
90	0.0882044213
91	0.0869407034
92	0.0928421456
93	0.0901495919
94	0.0717882174
95	0.0848270038

